epoch,current_stage_accuracy,current_stage_loss,hours_to_next_loss,hours_to_next_mae,loss,next_stage_accuracy,next_stage_loss,trans_24h_accuracy,trans_24h_loss,trans_48h_accuracy,trans_48h_loss,val_current_stage_accuracy,val_current_stage_loss,val_hours_to_next_loss,val_hours_to_next_mae,val_loss,val_next_stage_accuracy,val_next_stage_loss,val_trans_24h_accuracy,val_trans_24h_loss,val_trans_48h_accuracy,val_trans_48h_loss,learning_rate
17,0.9969708323478699,0.011547215282917023,0.07042703777551651,0.29813721776008606,0.3052789866924286,0.9967815279960632,0.011179379187524319,0.9791745543479919,0.042461980134248734,0.9829609990119934,0.04537714272737503,0.980661928653717,0.06115306168794632,0.10958273708820343,0.40048468112945557,1.2143062353134155,0.979546308517456,0.0668361708521843,0.9259948134422302,0.16441616415977478,0.8899219036102295,0.5261198878288269,0.0010000000474974513
18,0.998674750328064,0.010757507756352425,0.06669837236404419,0.2882157862186432,0.3050912022590637,0.9979174733161926,0.010263631120324135,0.9780386090278625,0.046129580587148666,0.9814464449882507,0.05375763401389122,0.9695053696632385,0.07670347392559052,0.07097338140010834,0.3074416518211365,0.9459187388420105,0.97173672914505,0.07924315333366394,0.950539231300354,0.14721491932868958,0.9189289808273315,0.3273501992225647,0.0010000000474974513
19,0.9971601963043213,0.011959630064666271,0.08412006497383118,0.3382948935031891,0.3458319306373596,0.9965922236442566,0.012625114060938358,0.9791745543479919,0.045121923089027405,0.9831503033638,0.0458676852285862,0.9769430756568909,0.06771136075258255,0.10929375141859055,0.40373119711875916,1.0303454399108887,0.9780587553977966,0.06380357593297958,0.9557456374168396,0.1601460874080658,0.9036816954612732,0.34256187081336975,0.0010000000474974513
20,0.9960242509841919,0.01272781752049923,0.06298598647117615,0.2838740050792694,0.29102015495300293,0.9971601963043213,0.011595693416893482,0.9769026637077332,0.04411418363451958,0.9823930263519287,0.045052532106637955,0.985496461391449,0.043736305087804794,0.08682311326265335,0.343771755695343,0.8999707102775574,0.9828932881355286,0.05109897255897522,0.9471922516822815,0.11856742203235626,0.8962439298629761,0.3799538314342499,0.0010000000474974513
21,0.9973495006561279,0.011426866985857487,0.06793402135372162,0.29385459423065186,0.30728426575660706,0.9975388050079346,0.010921083390712738,0.9780386090278625,0.046233952045440674,0.9822037220001221,0.05078239366412163,0.9895871877670288,0.04028428718447685,0.08550820499658585,0.3462252914905548,0.9128146767616272,0.9892153143882751,0.043277960270643234,0.9457046985626221,0.1390063762664795,0.9040535688400269,0.3940413296222687,0.0010000000474974513
22,0.9977281093597412,0.009570744819939137,0.049794167280197144,0.24064414203166962,0.23939108848571777,0.9977281093597412,0.008968665264546871,0.9776600003242493,0.0464877150952816,0.9863687753677368,0.03473789244890213,0.9873558878898621,0.03916139528155327,0.06974176317453384,0.2975050210952759,0.9019715189933777,0.9899591207504272,0.033907223492860794,0.9449609518051147,0.1350771188735962,0.9033097624778748,0.4427880048751831,0.0010000000474974513
23,0.9981067776679993,0.008929392322897911,0.04215407371520996,0.22231687605381012,0.20273877680301666,0.998674750328064,0.007948264479637146,0.9810677766799927,0.039326827973127365,0.989776611328125,0.027148401364684105,0.9888434410095215,0.03807733207941055,0.07440562546253204,0.30897873640060425,0.7877200245857239,0.9899591207504272,0.03412711247801781,0.9527705311775208,0.13785743713378906,0.922275960445404,0.31856662034988403,0.0005000000237487257
24,0.9984854459762573,0.00785570964217186,0.03767199069261551,0.20844995975494385,0.18286851048469543,0.9982960820198059,0.007502800785005093,0.9822037220001221,0.035497650504112244,0.9909125566482544,0.025618409737944603,0.9899591207504272,0.03581257164478302,0.0745212510228157,0.3090722858905792,0.8073182106018066,0.9895871877670288,0.03242205083370209,0.9535143375396729,0.14708317816257477,0.9193008542060852,0.335346519947052,0.0005000000237487257
25,0.9979174733161926,0.008241724222898483,0.03545381501317024,0.2020249366760254,0.17465491592884064,0.9975388050079346,0.0072127147577703,0.9850435256958008,0.03383834660053253,0.9918591380119324,0.023976849392056465,0.9892153143882751,0.03950740769505501,0.0690094605088234,0.2942475974559784,0.8402339816093445,0.9888434410095215,0.03779034689068794,0.9512829780578613,0.13879595696926117,0.9114912748336792,0.37413644790649414,0.0005000000237487257
26,0.9988640546798706,0.007216906175017357,0.03387943282723427,0.19585062563419342,0.1695362627506256,0.9979174733161926,0.009730628691613674,0.9861794710159302,0.03244669735431671,0.9916698336601257,0.02251792699098587,0.9918185472488403,0.03186742216348648,0.0701325312256813,0.2982369363307953,0.8205026984214783,0.9903309941291809,0.03170919790863991,0.9523986577987671,0.14882178604602814,0.9170695543289185,0.36644038558006287,0.0005000000237487257
27,0.9984854459762573,0.006684475112706423,0.03305209428071976,0.19301846623420715,0.16861627995967865,0.998674750328064,0.0064785960130393505,0.9820144176483154,0.03649769350886345,0.9899659156799316,0.025536006316542625,0.9918185472488403,0.035862330347299576,0.07264259457588196,0.30429401993751526,0.8764447569847107,0.9880996942520142,0.038649775087833405,0.9527705311775208,0.1545211225748062,0.9133507013320923,0.39063146710395813,0.0005000000237487257
28,0.998674750328064,0.006392615381628275,0.03173664212226868,0.18894819915294647,0.1561410278081894,0.9984854459762573,0.0063796741887927055,0.9869367480278015,0.031054841354489326,0.9918591380119324,0.022651324048638344,0.9910747408866882,0.034012570977211,0.07517550140619278,0.3097071647644043,0.8759852647781372,0.9892153143882751,0.036440409719944,0.9535143375396729,0.14446842670440674,0.9114912748336792,0.4009320139884949,0.0005000000237487257
29,0.9982960820198059,0.007341228425502777,0.03339233621954918,0.19519630074501038,0.1592252105474472,0.9979174733161926,0.006543547380715609,0.9850435256958008,0.03176048770546913,0.9928057789802551,0.01867065764963627,0.9892153143882751,0.03816031292080879,0.08171509951353073,0.32535624504089355,0.980633020401001,0.9888434410095215,0.04020868241786957,0.950539231300354,0.17047978937625885,0.9066567420959473,0.4469260275363922,0.0005000000237487257
30,0.998674750328064,0.005988087505102158,0.0315653458237648,0.18852415680885315,0.14937590062618256,0.9984854459762573,0.005556726828217506,0.9886406660079956,0.02825140580534935,0.9922378063201904,0.02111053094267845,0.9895871877670288,0.034840893000364304,0.0774017721414566,0.31798550486564636,0.8680526614189148,0.9888434410095215,0.03820320963859558,0.9527705311775208,0.15087662637233734,0.9133507013320923,0.37685638666152954,0.0005000000237487257
31,0.9988640546798706,0.005717043299227953,0.030321184545755386,0.18440844118595123,0.14452987909317017,0.9992427229881287,0.0049171485006809235,0.9856114983558655,0.03023163601756096,0.9922378063201904,0.01893785409629345,0.9918185472488403,0.03269610181450844,0.0757148340344429,0.313853919506073,0.8788174390792847,0.9895871877670288,0.03587988391518593,0.9523986577987671,0.1571245789527893,0.907772421836853,0.3931167423725128,0.0002500000118743628
32,0.9979174733161926,0.008242381736636162,0.02924979478120804,0.1814536601305008,0.15050438046455383,0.9982960820198059,0.007660623639822006,0.9876940846443176,0.02859199233353138,0.9914805293083191,0.020031334832310677,0.9892153143882751,0.0401272252202034,0.07316987216472626,0.30602574348449707,0.9120450019836426,0.9877277612686157,0.04400583729147911,0.9523986577987671,0.15537911653518677,0.9114912748336792,0.4066604673862457,0.0002500000118743628
33,0.998674750328064,0.00504165468737483,0.028901640325784683,0.18100444972515106,0.13607211410999298,0.9992427229881287,0.005309870466589928,0.9878833889961243,0.02810570038855076,0.9937523603439331,0.017171649262309074,0.9899591207504272,0.03790930658578873,0.07548666000366211,0.31363439559936523,0.8764358162879944,0.9880996942520142,0.04135815054178238,0.9542580842971802,0.16068525612354279,0.9178133010864258,0.3691655099391937,0.0002500000118743628
34,0.999053418636322,0.005316236522048712,0.026617955416440964,0.1720847636461258,0.13311292231082916,0.998674750328064,0.00574351055547595,0.988451361656189,0.02775396779179573,0.9941310286521912,0.018860310316085815,0.9907028675079346,0.033436369150877,0.07173209637403488,0.30242905020713806,0.8706371784210205,0.9903309941291809,0.036060478538274765,0.9535143375396729,0.15297913551330566,0.9103755950927734,0.39745765924453735,0.0002500000118743628
35,0.9994320273399353,0.004066701978445053,0.027400588616728783,0.17551058530807495,0.12801118195056915,0.9996213316917419,0.004201698116958141,0.9895873069763184,0.027329131960868835,0.9941310286521912,0.017067212611436844,0.9910747408866882,0.03329073265194893,0.07401132583618164,0.3073386251926422,0.8582823872566223,0.9903309941291809,0.035719357430934906,0.9557456374168396,0.15361440181732178,0.9148382544517517,0.3798563778400421,0.0002500000118743628
36,0.9971601963043213,0.007982133887708187,0.02669818140566349,0.17312946915626526,0.13736183941364288,0.9973495006561279,0.008374226279556751,0.989776611328125,0.025606097653508186,0.9956455826759338,0.015755606815218925,0.9899591207504272,0.03806675598025322,0.07487538456916809,0.3103102147579193,0.8827625513076782,0.9895871877670288,0.0407782718539238,0.9568612575531006,0.16905823349952698,0.9118631482124329,0.3690382242202759,0.0002500000118743628
37,0.9984854459762573,0.005634603556245565,0.026009663939476013,0.17105300724506378,0.1286403238773346,0.998674750328064,0.004954909905791283,0.989776611328125,0.02599302865564823,0.9945096373558044,0.01825350522994995,0.9895871877670288,0.038607966154813766,0.07534914463758469,0.31213971972465515,0.9090665578842163,0.9895871877670288,0.04047393053770065,0.9553737640380859,0.16006244719028473,0.913722574710846,0.4019263982772827,0.0002500000118743628
38,0.998674750328064,0.006034604739397764,0.026410643011331558,0.17255736887454987,0.12748034298419952,0.9981067776679993,0.006436887197196484,0.9937523603439331,0.019924547523260117,0.9935630559921265,0.01913652941584587,0.9888434410095215,0.039933692663908005,0.07315909117460251,0.3047087490558624,0.9503297805786133,0.9892153143882751,0.041833650320768356,0.9553737640380859,0.16257023811340332,0.907772421836853,0.44053447246551514,0.0001250000059371814
