datetime,datetimeEpoch,temp,humidity,windspeed,solarradiation,sunrise,sunriseEpoch,sunset,sunsetEpoch,conditions,description
2025-10-08,1759881600,28.8,73.6,14.8,187.4,06:06:44,1759883804.0,18:04:44,1759926884.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-10-09,1759968000,29.1,71.3,20.5,233.8,06:06:44,1759970204.0,18:04:10,1760013250.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-10-10,1760054400,28.4,73.1,18.4,218.6,06:06:44,1760056604.0,18:03:37,1760099617.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
2025-10-11,1760140800,28.0,74.2,22.3,226.3,06:06:45,1760143005.0,18:03:05,1760185985.0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.
2025-10-12,1760227200,27.9,74.5,18.4,181.3,06:06:46,1760229406.0,18:02:33,1760272353.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-10-13,1760313600,29.4,69.7,16.6,224.7,06:06:48,1760315808.0,18:02:02,1760358722.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-10-14,1760400000,26.7,80.4,22.3,200.9,06:06:50,1760402210.0,18:01:31,1760445091.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-10-15,1760486400,27.1,80.9,25.9,114.5,06:06:53,1760488613.0,18:01:01,1760531461.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-10-16,1760572800,26.1,88.7,14.8,83.1,06:06:56,1760575016.0,18:00:31,1760617831.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-10-17,1760659200,27.2,82.4,20.5,111.1,06:07:00,1760661420.0,18:00:02,1760704202.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-10-18,1760745600,27.0,82.3,22.3,162.6,06:07:04,1760747824.0,17:59:34,1760790574.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-10-19,1760832000,27.3,83.0,14.8,108.0,06:07:09,1760834229.0,17:59:07,1760876947.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-10-20,1760918400,25.6,89.9,14.8,127.3,06:07:14,1760920634.0,17:58:40,1760963320.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-10-21,1761004800,24.3,93.3,11.2,31.8,06:07:20,1761007040.0,17:58:14,1761049694.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-10-22,1761091200,26.6,84.4,13.0,169.9,06:07:27,1761093447.0,17:57:49,1761136069.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-10-23,1761177600,26.9,81.7,18.4,195.2,06:07:34,1761179854.0,17:57:24,1761222444.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
2025-10-24,1761264000,26.8,80.7,18.4,149.9,06:07:42,1761266262.0,17:57:01,1761308821.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
2025-10-25,1761350400,28.3,77.8,13.0,186.3,06:07:50,1761352670.0,17:56:38,1761395198.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-10-26,1761436800,28.6,72.6,11.2,219.9,06:07:59,1761439079.0,17:56:16,1761481576.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
2025-10-27,1761523200,27.0,76.6,31.7,101.8,06:08:08,1761525488.0,17:55:55,1761567955.0,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.
2025-10-28,1761609600,28.0,65.8,24.1,135.9,06:08:19,1761611899.0,17:55:34,1761654334.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-10-29,1761696000,29.6,59.9,29.5,230.2,06:08:29,1761698309.0,17:55:15,1761740715.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
2025-10-30,1761782400,28.9,62.8,11.2,251.8,06:08:41,1761784721.0,17:54:57,1761827097.0,Partially cloudy,Partly cloudy throughout the day.
2025-10-31,1761868800,29.4,63.8,11.2,259.0,06:08:53,1761871133.0,17:54:39,1761913479.0,Partially cloudy,Partly cloudy throughout the day.
2025-11-01,1761955200,29.3,66.6,14.8,255.0,06:09:06,1761957546.0,17:54:22,1761999862.0,Partially cloudy,Partly cloudy throughout the day.
2025-11-02,1762041600,29.4,63.6,16.6,273.5,06:09:20,1762043960.0,17:54:07,1762086247.0,Clear,Clear conditions throughout the day.
2025-11-03,1762128000,29.5,65.2,18.4,265.5,06:09:34,1762130374.0,17:53:52,1762172632.0,Partially cloudy,Partly cloudy throughout the day.
2025-11-04,1762214400,29.3,68.1,16.6,258.6,06:09:49,1762216789.0,17:53:38,1762259018.0,Partially cloudy,Partly cloudy throughout the day.
2025-11-05,1762300800,28.5,72.9,16.6,237.0,06:10:04,1762303204.0,17:53:26,1762345406.0,Partially cloudy,Becoming cloudy in the afternoon.
2025-11-06,1762387200,28.2,69.4,18.4,175.9,06:10:20,1762389620.0,17:53:14,1762431794.0,Partially cloudy,Becoming cloudy in the afternoon.
2025-11-07,1762473600,28.1,73.4,14.8,203.5,06:10:37,1762476037.0,17:53:03,1762518183.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
2025-11-08,1762560000,28.2,72.6,18.4,185.4,06:10:55,1762562455.0,17:52:54,1762604574.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-11-09,1762646400,25.6,86.8,11.2,178.2,06:11:13,1762648873.0,17:52:45,1762690965.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-11-10,1762732800,26.2,83.4,7.6,95.6,06:11:32,1762735292.0,17:52:38,1762777358.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-11-11,1762819200,27.5,80.0,11.2,172.0,06:11:52,1762821712.0,17:52:31,1762863751.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-11-12,1762905600,27.4,76.4,24.1,182.0,06:12:12,1762908132.0,17:52:26,1762950146.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-11-13,1762992000,27.2,74.8,25.9,191.1,06:12:33,1762994553.0,17:52:22,1763036542.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-11-14,1763078400,26.9,74.0,31.7,175.5,06:12:55,1763080975.0,17:52:18,1763122938.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-11-15,1763164800,26.5,67.7,22.3,216.6,06:13:17,1763167397.0,17:52:16,1763209336.0,Partially cloudy,Partly cloudy throughout the day.
2025-11-16,1763251200,26.0,76.2,22.3,192.2,06:13:40,1763253820.0,17:52:15,1763295735.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-11-17,1763337600,26.1,72.7,20.5,49.1,06:14:03,1763340243.0,17:52:15,1763382135.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-11-18,1763424000,24.6,87.6,18.4,54.5,06:14:27,1763426667.0,17:52:16,1763468536.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-11-19,1763510400,26.6,75.8,18.4,192.9,06:14:52,1763513092.0,17:52:18,1763554938.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-11-20,1763596800,27.1,69.1,22.3,246.5,06:15:17,1763599517.0,17:52:21,1763641341.0,Partially cloudy,Partly cloudy throughout the day.
2025-11-21,1763683200,27.3,75.3,25.9,202.4,06:15:43,1763685943.0,17:52:26,1763727746.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-11-22,1763769600,26.1,85.0,25.9,81.7,06:16:09,1763772369.0,17:52:31,1763814151.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-11-23,1763856000,25.2,86.4,27.7,37.3,06:16:36,1763858796.0,17:52:38,1763900558.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-11-24,1763942400,24.1,90.8,22.3,45.6,06:17:03,1763945223.0,17:52:45,1763986965.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-11-25,1764028800,26.7,74.3,22.3,182.7,06:17:31,1764031651.0,17:52:54,1764073374.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-11-26,1764115200,26.4,70.9,29.5,135.9,06:17:59,1764118079.0,17:53:03,1764159783.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
2025-11-27,1764201600,25.4,67.2,22.3,147.5,06:18:28,1764204508.0,17:53:14,1764246194.0,Partially cloudy,Partly cloudy throughout the day.
2025-11-28,1764288000,24.3,69.1,20.5,57.1,06:18:57,1764290937.0,17:53:25,1764332605.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-11-29,1764374400,21.0,89.8,14.8,19.7,06:19:26,1764377366.0,17:53:38,1764419018.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.
2025-11-30,1764460800,24.5,81.4,14.8,170.5,06:19:56,1764463796.0,17:53:52,1764505432.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
2025-12-01,1764547200,26.3,82.8,14.8,171.6,06:20:26,1764550226.0,17:54:06,1764591846.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
2025-12-02,1764633600,26.7,81.9,11.2,204.7,06:20:57,1764636657.0,17:54:22,1764678262.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-12-03,1764720000,25.4,87.4,14.8,90.1,06:21:27,1764723087.0,17:54:38,1764764678.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-12-04,1764806400,26.3,82.3,16.6,128.6,06:21:58,1764809518.0,17:54:56,1764851096.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-12-05,1764892800,26.0,83.2,25.9,134.0,06:22:30,1764895950.0,17:55:14,1764937514.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-12-06,1764979200,26.0,78.3,25.9,116.1,06:23:01,1764982381.0,17:55:34,1765023934.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-12-07,1765065600,25.7,80.7,22.3,147.1,06:23:32,1765068812.0,17:55:54,1765110354.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-12-08,1765152000,25.6,70.7,22.3,238.8,06:24:04,1765155244.0,17:56:15,1765196775.0,Partially cloudy,Partly cloudy throughout the day.
2025-12-09,1765238400,25.3,73.7,22.3,141.2,06:24:36,1765241676.0,17:56:36,1765283196.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-12-10,1765324800,25.1,68.4,20.5,152.5,06:25:08,1765328108.0,17:56:59,1765369619.0,Partially cloudy,Partly cloudy throughout the day.
2025-12-11,1765411200,25.4,69.7,20.5,222.2,06:25:39,1765414539.0,17:57:22,1765456042.0,Partially cloudy,Partly cloudy throughout the day.
2025-12-12,1765497600,25.3,71.5,22.3,192.8,06:26:11,1765500971.0,17:57:46,1765542466.0,Partially cloudy,Partly cloudy throughout the day.
2025-12-13,1765584000,25.1,67.6,22.3,239.8,06:26:43,1765587403.0,17:58:11,1765628891.0,Partially cloudy,Partly cloudy throughout the day.
2025-12-14,1765670400,23.8,67.5,25.9,256.5,06:27:14,1765673834.0,17:58:37,1765715317.0,Clear,Clear conditions throughout the day.
2025-12-15,1765756800,24.4,63.8,20.5,261.4,06:27:46,1765760266.0,17:59:03,1765801743.0,Clear,Clear conditions throughout the day.
2025-12-16,1765843200,25.4,76.4,29.5,92.1,06:28:17,1765846697.0,17:59:30,1765888170.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-12-17,1765929600,25.6,79.5,27.7,127.4,06:28:49,1765933129.0,17:59:57,1765974597.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
2025-12-18,1766016000,24.5,65.0,23.1,234.0,06:29:20,1766019560.0,18:00:25,1766061025.0,Partially cloudy,Partly cloudy throughout the day.
2025-12-19,1766102400,24.1,67.0,22.3,226.2,06:29:50,1766105990.0,18:00:54,1766147454.0,Partially cloudy,Partly cloudy throughout the day.
2025-12-20,1766188800,23.7,66.1,16.6,255.3,06:30:21,1766192421.0,18:01:23,1766233883.0,Partially cloudy,Partly cloudy throughout the day.
2025-12-21,1766275200,23.9,65.7,14.8,257.0,06:30:51,1766278851.0,18:01:52,1766320312.0,Clear,Clear conditions throughout the day.
2025-12-22,1766361600,24.3,67.2,18.4,239.8,06:31:21,1766365281.0,18:02:22,1766406742.0,Partially cloudy,Partly cloudy throughout the day.
2025-12-23,1766448000,24.6,67.0,14.8,253.5,06:31:50,1766451710.0,18:02:52,1766493172.0,Partially cloudy,Partly cloudy throughout the day.
2025-12-24,1766534400,25.4,67.3,14.8,249.8,06:32:19,1766538139.0,18:03:23,1766579603.0,Partially cloudy,Partly cloudy throughout the day.
2025-12-25,1766620800,25.1,65.9,16.6,252.8,06:32:48,1766624568.0,18:03:54,1766666034.0,Partially cloudy,Partly cloudy throughout the day.
2025-12-26,1766707200,25.6,73.1,20.5,156.9,06:33:16,1766710996.0,18:04:25,1766752465.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
2025-12-27,1766793600,25.2,69.9,24.1,191.1,06:33:43,1766797423.0,18:04:57,1766838897.0,Partially cloudy,Partly cloudy throughout the day.
2025-12-28,1766880000,25.5,71.4,18.4,230.2,06:34:10,1766883850.0,18:05:29,1766925329.0,Partially cloudy,Partly cloudy throughout the day.
2025-12-29,1766966400,25.2,72.9,18.4,214.1,06:34:37,1766970277.0,18:06:01,1767011761.0,Partially cloudy,Partly cloudy throughout the day.
2025-12-30,1767052800,28.747000000000018,59.94799999999999,22.180000000000014,214.519,06:08:17,1738293044.99,18:29:05,1739039028.97,"Rain, Partially cloudy",Partly cloudy throughout the day.
2025-12-31,1767139200,28.867000000000015,59.13500000000001,22.16100000000001,201.18900000000005,06:08:17,1738535869.19,18:29:05,1740783427.9,"Rain, Partially cloudy",Partly cloudy throughout the day.
